date,sec_code,name,market,sector,is_supervised,close,last_quote,volume_k,traded,turnover
2026-08-20,8361,大垣銀,プレミア市場,銀行業,False,,7880.0,0.0,False,0.0
2026-08-20,8368,百五銀,プレミア市場,銀行業,False,,2205.0,0.0,False,0.0
2026-08-20,8522,名古屋銀,プレミア市場,銀行業,False,,6860.0,0.0,False,0.0
2026-08-20,8601,大和証Ｇ,プレミア市場,証券、商品先物取引業,False,,1757.0,0.0,False,0.0
2026-08-20,8604,野村,プレミア市場,証券、商品先物取引業,False,,1521.0,0.0,False,0.0
2026-08-20,8609,岡三,プレミア市場,証券、商品先物取引業,False,,1150.0,0.0,False,0.0
2026-08-20,8616,東海東京,プレミア市場,証券、商品先物取引業,False,,853.0,0.0,False,0.0
2026-08-20,8725,ＭＳ＆ＡＤ,プレミア市場,保険業,False,,4773.0,0.0,False,0.0
2026-08-20,8803,平和不,プレミア市場,不動産業,False,,2361.0,0.0,False,0.0
2026-08-20,8891,ＡＭＧＨＤ,メイン市場,不動産業,False,,2122.0,0.0,False,0.0
2026-08-20,8904,ＡＶＡＮＴＩＡ,プレミア市場,不動産業,False,,868.0,0.0,False,0.0
2026-08-20,8920,東祥,プレミア市場,サービス業,False,,722.0,0.0,False,0.0
2026-08-20,8995,誠建設,メイン市場,不動産業,False,,1701.0,0.0,False,0.0
2026-08-20,9022,ＪＲ東海,プレミア市場,陸運業,False,,3865.0,0.0,False,0.0
2026-08-20,9040,大宝運,メイン市場,陸運業,False,4215.0,,0.3,True,1264500.0
2026-08-20,9048,名鉄,プレミア市場,陸運業,False,,1883.5,0.0,False,0.0
2026-08-20,9073,京極運輸,メイン市場,陸運業,False,,1223.0,0.0,False,0.0
