date,sec_code,company_name,price,market_cap,ncav,ncav_ratio,cash_and_equivalents,net_cash,net_cash_ratio,operating_income,operating_cf,equity_ratio,rank
2026-08-17,9446,株式会社サカイホールディングス,685.0,5172979575.0,5498602000,1.0629467834309012,,,,,,83.15,215
2026-08-17,5406,株式会社　神戸製鋼所,2002.0,791696972066.0,838854000000,1.0595644919683598,,,,,,194.6294,216
2026-08-17,1853,株式会社　森組,333.0,10905649434.0,11533000000,1.0575252826341677,,,,,,68.02,217
2026-08-17,7962,株式会社キングジム,809.0,22781565395.0,24032101000,1.054892435322924,,,,,,99.95,218
2026-08-17,4487,株式会社スペースマーケット,225.0,2723802750.0,2862910000,1.051070970539258,,,,,,35.08,219
2026-08-17,9535,広島ガス株式会社,411.0,28250320503.0,29655000000,1.049722603920576,,,,,,343.259,220
2026-08-17,146A,コロンビア・ワークス株式会社,3905.0,29945883000.0,31376000000,1.047756715004864,,,,,,32.49,221
2026-08-17,2722,株式会社ＩＫホールディングス,359.0,2714763026.0,2824942000,1.040585116617836,,,,,,45.77,222
2026-08-17,9204,スカイマーク株式会社,409.0,24604282530.0,25562000000,1.0389248281811208,,,,,,68.78999999999999,223
2026-08-17,3138,株式会社富士山マガジンサービス,1132.0,3738317932.0,3870318000,1.035310016537138,,,,,,52.54,224
2026-08-17,5282,ジオスター株式会社,410.0,12560308590.0,12985460000,1.0338488029138462,,,,,,91.29,225
2026-08-17,373A,株式会社リップス,1475.0,3816562500.0,3943414000,1.0332371079996725,,,,,,91.73,226
2026-08-17,8051,株式会社山善,1933.0,168930622608.0,174350000000,1.0320804914368638,,,,,,51.4,227
2026-08-17,3321,ミタチ産業株式会社,1715.0,13670494810.0,14100073000,1.0314237484429432,,,,,,41.42,228
2026-08-17,4616,川上塗料株式会社,2039.0,2029691965.0,2084758000,1.0271302423961657,,,,,,58.48,229
2026-08-17,7135,ジャパンクラフトホールディングス株式会社,183.0,6829681878.0,7004481000,1.0255940357285265,,,,,,48.45,230
2026-08-17,1430,ファーストコーポレーション株式会社,1026.0,12302316612.0,12611943000,1.0251681368448915,,,,,,40.32,231
2026-08-17,166A,株式会社タスキホールディングス,1192.0,73570983808.0,75326167000,1.0238570031438012,,,,,,43.67,232
